--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
QMCP version:	1.11.26.3
Starting time:	19.5.2023 12:02:40
Customer ID:	10041
User ID:	0
Controller ID:	10001
Service ID:	10
Service Mapping ID Addr:	170301330
Service Mapping ID Port:	8177
Caller Mapping ID Addr:	177932209
Caller Mapping ID Port:	61186
Secondary Service Mapping ID Addr:	177932209
Secondary Service Mapping ID Port:	8177
Measurement ID:	0
Measurement start time:	1684497506.299045

Description:	unnamed

General				Primary Probe, Position						Primary Probe, Radio statistics							Primary Probe, Drops		Primary Probe, Errors		Primary Probe, Uplink / Sent Traffic							Primary Probe, Downlink / Received Traffic							Secondary Probe, Position				Secondary Probe, Radio statistics							Secondary Probe, Drops		Secondary Probe, Errors		Secondary Probe, Uplink / Sent Traffic							Secondary Probe, Downlink / Received Traffic							QoS, Uplink / Sent Traffic																		QoS, Downlink / Received Traffic																	
Meas. time [s]	Timestamp [s]	Ctrl pk num	True Avg.Per. [ms]	Latitude	Longitude	Altitude	Position mode	Position age	Position accuracy [m]	RSSI [dBm]	RSRP [dBm]	RSRQ [dB]	SINR [dB]	Cell ID	BS MAC address	Network type	Dropped by If [pkts]	Dropped by Pcap [pkts]	Malformed [pkts]	Short [pkts]	Load [kb/s]	Load [pkts/s]	Total bytes	Total pkts	Pkt.Size [B]	Protocol	Duplicates	Load [kb/s]	Load [pkts/s]	Total bytes	Total pkts	Pkt.Size [B]	Protocol	Duplicates	Latitude	Longitude	Altitude	Position accuracy[m]	RSSI [dBm]	RSRP [dBm]	RSRQ [dB]	SINR [dB]	Cell ID	BS MAC address	Network type	Dropped by If [pkts]	Dropped by Pcap [pkts]	Malformed [pkts]	Short [pkts]	Load [kb/s]	Load [pkts/s]	Total bytes	Total pkts	Pkt.Size [B]	Protocol	Duplicates	Load [kb/s]	Load [pkts/s]	Total bytes	Total pkts	Pkt.Size [B]	Protocol	Duplicates	Pkt loss	Total Pkt loss	Delay samples	Delay [ms]	Delay(max) [ms]	Delay(min) [ms]	Jitter(MA) [ms]	Jitter(abs.) [ms]	Jitter(max) [ms]	Exceeded delay th. [pkts]	Exceeded jitter th. [pkts]	GQoSM	PSQA	Conn. break dur. [s]	Conn. break length [pkts]	Conn. break count	Max Conn break [s]	Sent not found [pkts]	Pkt loss	Total Pkt loss	Delay samples	Delay [ms]	Delay(max) [ms]	Delay(min) [ms]	Jitter(MA) [ms]	Jitter(abs.) [ms]	Jitter(max) [ms]	Exceeded delay th. [pkts]	Exceeded jitter th. [pkts]	GQoSM	PSQA	Conn. break dur .[s]	Conn. break length [pkts]	Conn. break count	Max Conn break [s]	Sent not found [pkts]
1	1684497507.192852	1	1003.000000	N/A	N/A	N/A	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	7.026919	8.973081	881	9	97	6	0	4.985045	5.982054	625	6	104	6	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	2.336989	1.994018	293	2	146	6	0	2.488534	3.988036	312	4	78	6	0	0.000000	0.000000	2	13.668000	13.710000	13.625000	0.085000	0.042000	0.085000	0	0	N/A	N/A	0.000000	0	0	N/A	0	0.000000	0.000000	1	1.188000	1.188000	1.188000	0.000000	0.000000	0.000000	0	0	N/A	N/A	0.000000	0	0	N/A	0	
2	1684497508.192829	2	1000.000000	N/A	N/A	N/A	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	11.536000	10.000000	2323	19	144	6	0	7.312000	8.000000	1539	14	114	6	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	4.768000	4.000000	889	6	149	17	0	4.688000	7.000000	898	11	83	17	0	0.600000	0.600000	4	8.227000	8.278000	8.135000	0.354000	1.393000	5.432000	0	0	N/A	N/A	0.083088	3	1	0.083088	0	0.000000	0.000000	4	2.449000	4.055000	1.124000	1.939000	1.746000	2.623000	0	0	N/A	N/A	0.000000	0	0	N/A	2	
3	1684497509.192878	3	1000.000000	N/A	N/A	N/A	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	50.976000	52.000000	8695	71	122	6	0	608.072000	71.000000	77548	85	1070	6	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	335.856000	41.000000	42871	47	1023	6	0	18.816000	33.000000	3250	44	71	6	0	0.428571	0.500000	4	8.206000	8.745000	7.301000	0.400000	0.527000	1.444000	0	0	N/A	N/A	0.189283	2	2	0.189283	0	0.000000	0.000000	20	6.836000	15.539000	0.880000	3.506000	3.797000	9.875000	0	0	N/A	N/A	0.000000	0	0	N/A	1	
4	1684497510.192950	4	1000.000000	N/A	N/A	N/A	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	39.712000	55.000000	13659	126	90	6	0	888.368000	97.000000	188594	182	1144	6	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	966.168000	101.000000	163642	148	1195	6	0	31.104000	56.000000	7138	100	69	6	0	0.500000	0.500000	3	9.332000	12.649000	7.670000	0.662000	1.786000	4.978000	0	0	N/A	N/A	0.107736	5	0	0.107736	0	0.600000	0.548780	45	8.393000	17.976000	4.005000	3.250000	3.289000	12.880000	0	0	N/A	N/A	0.032794	2	18	0.095279	37	
5	1684497511.193093	5	1000.000000	N/A	N/A	N/A	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	78.368000	58.000000	23455	184	168	6	0	814.688000	87.000000	290430	269	1170	6	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	813.568000	87.000000	265338	235	1168	6	0	29.936000	54.000000	10880	154	69	6	0	0.333333	0.461538	3	11.485000	13.350000	7.830000	1.138000	3.470000	5.519000	0	0	N/A	N/A	0.189265	2	1	0.189265	0	0.494505	0.520231	48	8.541000	22.704000	1.363000	4.177000	4.214000	16.619000	0	0	N/A	N/A	0.037606	2	16	0.077484	49	
6	1684497512.193059	6	1000.000000	N/A	N/A	N/A	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	88.032000	57.000000	34459	241	193	6	0	798.216000	88.000000	390207	357	1133	6	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	837.464000	90.000000	370021	325	1163	6	0	28.080000	50.000000	14390	204	70	6	0	0.750000	0.529412	4	11.583000	12.770000	8.125000	1.195000	1.287000	4.585000	0	0	N/A	N/A	0.189182	6	1	0.189182	0	0.457831	0.500000	53	8.967000	19.047000	1.318000	4.837000	4.958000	14.198000	0	0	N/A	N/A	0.033376	2	15	0.062798	39	
7	1684497513.193080	7	1000.000000	N/A	N/A	N/A	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	79.248000	53.000000	44365	294	186	6	0	783.680000	82.000000	488167	439	1194	6	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	752.400000	78.000000	464071	403	1205	6	0	26.368000	47.000000	17686	251	70	6	0	0.500000	0.521739	4	9.511000	10.459000	7.625000	1.112000	0.851000	1.946000	0	0	N/A	N/A	0.189051	6	1	0.189051	0	0.367816	0.466472	53	9.668000	19.619000	1.069000	4.464000	4.093000	12.876000	0	0	N/A	N/A	0.025083	2	13	0.055114	31	
8	1684497514.193048	8	1000.000000	N/A	N/A	N/A	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	87.424000	53.000000	55293	347	206	6	0	786.696000	86.000000	586504	525	1143	6	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	794.272000	82.000000	563355	485	1210	6	0	25.904000	46.000000	20924	297	70	6	0	0.750000	0.555556	4	8.767000	11.847000	7.438000	1.489000	2.717000	4.408000	0	0	N/A	N/A	0.189074	6	1	0.189074	0	0.296296	0.433962	46	9.463000	19.893000	1.873000	4.328000	4.244000	15.362000	0	0	N/A	N/A	0.020489	2	10	0.040217	23	
9	1684497515.193098	9	1000.000000	N/A	N/A	N/A	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	99.296000	61.000000	67705	408	203	6	0	854.968000	94.000000	693375	619	1136	6	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	816.664000	82.000000	665438	567	1244	6	0	17.968000	32.000000	23170	329	70	6	0	0.764706	0.605634	3	7.381000	7.512000	7.273000	1.300000	0.433000	0.975000	0	0	N/A	N/A	0.189063	6	2	0.189063	0	0.461538	0.438247	52	10.212000	21.358000	4.980000	2.802000	3.069000	13.313000	0	0	N/A	N/A	0.040266	2	14	0.069948	39	
10	1684497516.193127	10	1000.000000	N/A	N/A	N/A	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	94.176000	74.000000	79477	482	159	6	0	789.000000	85.000000	792000	704	1160	6	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	825.552000	85.000000	768632	652	1214	6	0	38.176000	69.000000	27942	398	69	6	0	0.857143	0.663043	3	12.014000	12.040000	11.981000	1.323000	1.529000	4.528000	0	0	N/A	N/A	0.615906	12	1	0.675601	0	0.395349	0.431973	49	9.106000	20.550000	2.557000	2.703000	2.898000	13.400000	0	0	N/A	N/A	0.028581	2	14	0.070098	35	
