--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
QMCP version:	1.11.26.3
Starting time:	19.5.2023 12:26:46
Customer ID:	10041
User ID:	0
Controller ID:	10001
Service ID:	10
Service Mapping ID Addr:	170301330
Service Mapping ID Port:	8177
Caller Mapping ID Addr:	177932209
Caller Mapping ID Port:	61186
Secondary Service Mapping ID Addr:	177932209
Secondary Service Mapping ID Port:	8177
Measurement ID:	0
Measurement start time:	1684498930.095079

Description:	unnamed

General				Primary Probe, Position						Primary Probe, Radio statistics							Primary Probe, Drops		Primary Probe, Errors		Primary Probe, Uplink / Sent Traffic							Primary Probe, Downlink / Received Traffic							Secondary Probe, Position				Secondary Probe, Radio statistics							Secondary Probe, Drops		Secondary Probe, Errors		Secondary Probe, Uplink / Sent Traffic							Secondary Probe, Downlink / Received Traffic							QoS, Uplink / Sent Traffic																		QoS, Downlink / Received Traffic																	
Meas. time [s]	Timestamp [s]	Ctrl pk num	True Avg.Per. [ms]	Latitude	Longitude	Altitude	Position mode	Position age	Position accuracy [m]	RSSI [dBm]	RSRP [dBm]	RSRQ [dB]	SINR [dB]	Cell ID	BS MAC address	Network type	Dropped by If [pkts]	Dropped by Pcap [pkts]	Malformed [pkts]	Short [pkts]	Load [kb/s]	Load [pkts/s]	Total bytes	Total pkts	Pkt.Size [B]	Protocol	Duplicates	Load [kb/s]	Load [pkts/s]	Total bytes	Total pkts	Pkt.Size [B]	Protocol	Duplicates	Latitude	Longitude	Altitude	Position accuracy[m]	RSSI [dBm]	RSRP [dBm]	RSRQ [dB]	SINR [dB]	Cell ID	BS MAC address	Network type	Dropped by If [pkts]	Dropped by Pcap [pkts]	Malformed [pkts]	Short [pkts]	Load [kb/s]	Load [pkts/s]	Total bytes	Total pkts	Pkt.Size [B]	Protocol	Duplicates	Load [kb/s]	Load [pkts/s]	Total bytes	Total pkts	Pkt.Size [B]	Protocol	Duplicates	Pkt loss	Total Pkt loss	Delay samples	Delay [ms]	Delay(max) [ms]	Delay(min) [ms]	Jitter(MA) [ms]	Jitter(abs.) [ms]	Jitter(max) [ms]	Exceeded delay th. [pkts]	Exceeded jitter th. [pkts]	GQoSM	PSQA	Conn. break dur. [s]	Conn. break length [pkts]	Conn. break count	Max Conn break [s]	Sent not found [pkts]	Pkt loss	Total Pkt loss	Delay samples	Delay [ms]	Delay(max) [ms]	Delay(min) [ms]	Jitter(MA) [ms]	Jitter(abs.) [ms]	Jitter(max) [ms]	Exceeded delay th. [pkts]	Exceeded jitter th. [pkts]	GQoSM	PSQA	Conn. break dur .[s]	Conn. break length [pkts]	Conn. break count	Max Conn break [s]	Sent not found [pkts]
1	1684498930.991123	1	1001.000000	N/A	N/A	N/A	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	7.808192	9.990010	977	10	97	6	0	6.769231	7.992008	847	8	105	6	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	3.748252	3.996004	469	4	117	17	0	4.059940	5.994006	508	6	84	17	0	0.000000	0.000000	3	6.455000	7.279000	6.009000	1.131000	0.423000	1.202000	0	0	N/A	N/A	0.000000	0	0	N/A	0	0.000000	0.000000	2	7.016000	7.343000	6.689000	0.653000	0.326000	0.653000	0	0	N/A	N/A	0.000000	0	0	N/A	0	
2	1684498931.991118	2	1000.000000	N/A	N/A	N/A	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	10.528000	8.000000	2293	18	164	6	0	4.976000	5.000000	1469	13	124	6	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	4.216000	3.000000	996	7	175	6	0	3.904000	6.000000	996	12	81	17	0	0.500000	0.500000	3	6.625000	9.294000	5.287000	1.222000	1.576000	4.007000	0	0	N/A	N/A	0.170796	3	1	0.170796	0	0.000000	0.000000	3	9.156000	10.989000	7.431000	0.989000	2.619000	4.300000	0	0	N/A	N/A	0.000000	0	0	N/A	2	
3	1684498932.991107	3	1000.000000	N/A	N/A	N/A	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	56.656000	62.000000	9375	80	114	6	0	1545.416000	145.000000	194646	158	1332	6	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	327.040000	33.000000	41876	40	1238	6	0	7.696000	13.000000	1958	25	74	6	0	0.400000	0.454545	3	6.059000	6.844000	5.625000	1.218000	1.250000	2.450000	0	0	N/A	N/A	0.391023	2	1	0.391023	0	0.000000	0.000000	8	9.279000	23.154000	2.578000	2.650000	4.629000	11.607000	0	0	N/A	N/A	0.000000	0	0	N/A	0	
4	1684498933.991291	4	1000.000000	N/A	N/A	N/A	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	179.808000	323.000000	31851	403	69	6	0	13821.064000	1221.000000	1922279	1379	1414	6	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	11515.576000	1015.000000	1481323	1055	1418	6	0	154.592000	283.000000	21282	308	68	6	0	0.625000	0.526316	3	7.092000	7.111000	7.054000	1.084000	0.486000	1.403000	0	0	N/A	N/A	0.141838	1	3	0.269845	0	0.921296	0.892377	53	18.828000	43.103000	3.582000	9.702000	8.278000	32.124000	0	0	N/A	N/A	0.151793	36	5	0.465177	123	
5	1684498934.992900	5	1000.000000	N/A	N/A	N/A	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	305.680000	338.000000	70061	741	113	6	0	15312.168000	1350.000000	3836300	2729	1417	6	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	15749.080000	1386.000000	3449958	2441	1420	6	0	184.672000	338.000000	44366	646	68	6	0	0.333333	0.480000	4	8.281000	11.279000	5.144000	1.620000	3.376000	6.076000	0	0	N/A	N/A	0.968189	4	0	0.968189	0	0.946512	0.938533	76	22.508000	45.071000	6.793000	11.129000	9.155000	28.029000	0	0	N/A	N/A	0.026454	50	23	0.067043	1150	
6	1684498935.996042	6	1000.000000	N/A	N/A	N/A	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	1081.248000	406.000000	205217	1147	332	6	0	15398.320000	1365.000000	5761090	4094	1410	6	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	14975.336000	1318.000000	5321875	3759	1420	6	0	176.832000	323.000000	66470	969	68	6	0	0.812500	0.609756	5	5.507000	7.030000	5.100000	1.370000	0.784000	1.930000	0	0	N/A	N/A	0.390846	13	1	0.390846	0	0.950040	0.943764	77	22.114000	52.485000	4.691000	8.788000	8.941000	31.726000	0	0	N/A	N/A	0.029989	56	22	0.067584	1285	
7	1684498936.997256	7	1000.000000	N/A	N/A	N/A	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	984.960000	127.000000	328337	1274	969	6	0	8307.912000	756.000000	6799579	4850	1373	6	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	10616.808000	937.000000	6648976	4696	1416	6	0	51.152000	93.000000	72864	1062	68	6	0	0.943820	0.838462	3	5.607000	6.871000	4.944000	1.258000	0.695000	1.927000	0	0	N/A	N/A	0.353215	80	2	0.353215	0	0.944035	0.943853	54	19.602000	67.090000	4.399000	8.456000	10.216000	35.451000	0	0	N/A	N/A	0.021129	54	24	0.051994	1267	
8	1684498937.996429	8	1000.000000	N/A	N/A	N/A	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	1010.832000	107.000000	454691	1381	1180	6	0	3711.640000	338.000000	7263534	5188	1372	6	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	4961.960000	440.000000	7269221	5136	1409	6	0	14.784000	26.000000	74712	1088	71	6	0	0.969072	0.894273	3	5.623000	5.650000	5.574000	1.108000	0.432000	1.220000	0	0	N/A	N/A	0.445194	87	1	0.445194	0	0.936817	0.942684	31	16.321000	62.540000	3.565000	6.569000	7.413000	34.584000	0	0	N/A	N/A	0.032326	32	20	0.059728	700	
9	1684498938.993316	9	1000.000000	N/A	N/A	N/A	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	607.376000	64.000000	530613	1445	1186	6	0	9.496000	12.000000	7264721	5200	98	6	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	15.584000	6.000000	7271169	5142	324	6	0	4.912000	8.000000	75326	1096	76	6	0	0.967391	0.915361	3	5.560000	5.906000	4.943000	1.009000	0.556000	0.962000	0	0	N/A	N/A	0.958420	100	0	0.958420	0	0.877778	0.940409	4	10.382000	13.000000	6.471000	5.962000	3.807000	6.528000	0	0	N/A	N/A	0.034349	34	8	0.059871	307	
10	1684498939.991666	10	1000.000000	N/A	N/A	N/A	None	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	241.424000	60.000000	560791	1505	502	6	0	13270.080000	1165.000000	8923481	6365	1423	6	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	12273.728000	1076.000000	8805385	6218	1425	6	1	19.472000	34.000000	77760	1130	71	6	0	0.948276	0.920424	4	6.715000	7.121000	5.542000	0.944000	0.717000	1.541000	0	0	N/A	N/A	0.219542	53	2	0.219542	0	0.000000	0.939677	60	39.555000	137.599000	3.691000	11.876000	10.105000	44.900000	2	0	N/A	N/A	0.000000	0	0	N/A	0	
